10000 16666
8728 3696 1
9416 7359 7
3254 4691 1
6317 6735 6
889 9577 6
9465 6003 2
4377 8089 1
7356 2746 6
3021 1101 3
9407 7176 10
1651 5685 1
1883 2993 1
8712 8091 7
2154 7651 1
409 3858 6
8592 1737 4
7839 3705 8
838 5001 1
2379 6465 2
9482 7997 3
4309 6957 9
1891 9285 7
6482 2841 7
3771 5356 5
8806 5350 1
5274 2597 2
3691 1292 1
716 3188 5
5323 7821 9
134 8551 1
4656 5587 1
451 897 1
403 5508 1
6984 417 9
4661 1521 8
7175 337 1
2150 7729 1
402 1255 1
6060 7281 2
4988 2391 1
3252 2995 1
10000 6372 3
118 3135 3
7868 1087 1
6869 4824 7
9619 9781 4
8664 3117 8
459 321 1
2502 9151 9
3421 5137 5
369 1356 1
6077 1897 7
1128 5301 9
9095 326 3
3569 9343 5
6508 8785 9
9664 8135 7
4235 1055 3
9257 2149 1
9776 1679 4
9411 2973 5
2585 4852 6
2407 3278 5
133 9245 5
1776 9961 1
1019 5121 9
6446 9097 9
7394 9001 9
7796 833 9
6453 7785 8
7110 2793 6
9709 4023 1
7323 601 9
1275 7373 6
8465 9145 8
158 414 3
4740 7639 1
7083 7201 9
1032 3873 1
7176 6009 5
213 182 5
7093 9609 5
7226 5851 1
8318 3485 10
7052 9891 7
1608 8966 7
3741 8291 1
7214 7755 9
2588 3751 6
1119 8273 7
3764 8581 9
5814 7293 5
743 8108 6
1064 4726 7
6573 6704 9
9754 6977 7
6629 5307 1
9517 9421 5
1183 4855 7
5183 1297 6
4354 9662 6
9346 9875 3
7372 8144 5
8750 8857 6
8403 236 7
1809 2593 8
9012 1151 1
7156 6740 6
9556 1043 5
1278 8087 1
1212 8609 6
1736 2511 1
7778 8901 6
1311 1581 7
7258 751 7
1402 9279 10
8376 3733 3
2843 9993 9
5892 7930 7
5668 1329 1
8741 9355 2
231 5237 9
6822 7356 9
4903 4218 1
3983 8653 1
7936 7533 5
1187 8689 1
2501 1571 1
2151 396 1
2534 3402 7
9331 4173 9
2755 1988 6
968 1540 6
3916 2821 5
5915 5876 1
2676 6810 5
3750 8891 5
6664 6342 1
3100 531 5
523 8075 9
4553 4497 1
9604 6071 9
9014 2137 1
7546 3412 6
9363 203 5
5995 791 9
3537 9441 3
6858 9103 8
2262 4753 10
5614 9043 5
4429 6173 9
7528 5949 9
146 35 3
9722 2668 3
9494 8366 1
3173 610 7
9101 3586 7
8497 5665 3
1287 561 10
5007 8421 9
9518 539 9
2885 9045 1
1145 1949 6
5064 5324 6
3660 3253 1
1137 495 9
3354 2755 8
3054 4310 1
2772 9949 5
5585 7475 7
5979 9306 1
1080 4707 9
3980 1621 5
267 8679 9
8428 5405 3
1322 6785 4
9755 3951 7
4920 2046 5
9663 4706 2
7578 7181 9
2292 5841 7
6707 9601 4
5671 8429 1
7637 4525 3
1215 3255 5
3188 2577 5
3692 1905 6
776 9171 7
8408 7093 1
7861 6597 7
5708 9599 7
7678 1023 1
625 4901 3
2835 4413 10
9526 2921 7
7674 5661 1
4198 4135 7
2767 9053 1
5683 4651 1
3452 7413 1
5635 1851 3
171 8925 1
2106 7760 7
810 7770 9
8662 7753 9
6562 7756 7
6965 8913 1
98 4961 5
7725 3362 7
971 7921 4
6309 4775 10
3104 3991 1
1743 3081 9
1955 3103 6
1853 3341 2
297 2817 1
490 5346 1
6853 5237 2
1688 9434 5
2718 5736 1
9471 9699 3
1798 1824 7
3612 6549 9
571 8209 5
6246 9723 2
9686 9751 4
2031 1186 6
5416 5259 3
501 5165 1
2289 5321 1
8167 1481 1
8244 9239 3
8093 4112 4
8585 6521 8
4140 7163 7
1533 9759 6
9385 1587 1
2403 3929 2
5264 5155 7
7758 5793 1
4384 6016 7
4286 6956 1
2716 9092 6
3138 2041 9
304 5745 4
9816 2263 6
8061 8088 5
1494 8243 3
5766 3830 3
9756 9809 1
6303 6481 4
3950 1798 3
2222 4427 2
9438 3631 5
2964 3585 9
981 9311 6
2620 6241 5
6730 3052 7
4106 8004 1
2084 6847 8
7935 3589 3
3164 8769 6
3264 6989 4
9695 2223 4
7252 1951 8
3627 4173 10
893 1563 3
3850 8188 1
783 7221 1
2297 4316 3
8142 4913 6
5377 3111 1
6421 7876 6
1957 151 4
3824 7137 8
9427 5543 9
967 3281 7
7492 1161 1
9251 8545 9
4295 3461 6
2439 2882 1
3787 1072 3
6289 8512 7
7711 1806 5
2298 6489 3
2667 5029 3
2201 6267 5
508 5040 1
4276 3905 9
2928 6545 7
4212 9200 1
1779 8860 1
1405 3162 7
3278 7917 1
3432 5477 1
3983 2571 1
4807 5017 10
2334 4739 9
2278 5857 5
208 5625 5
3989 7777 6
8842 4253 1
9065 1663 9
6135 6287 1
2961 5526 6
244 6057 2
7072 1271 1
1337 2016 5
578 558 2
9416 8393 1
2074 6364 3
3776 8393 4
9345 7903 9
3086 9547 6
6876 4156 9
5502 6557 1
3351 6856 3
7712 5571 1
3854 6371 6
4378 1874 9
4737 3333 8
9488 4336 9
9132 1913 1
6845 5610 7
7018 1707 9
5873 4759 2
5140 4099 1
8566 3831 6
1023 2137 6
5024 5153 3
6865 1612 9
6841 346 9
865 8865 6
7584 3801 2
1381 7125 3
3809 8211 7
5050 4667 6
1512 2651 5
2974 5220 3
6361 2697 1
2812 7925 5
9723 7427 1
3784 1931 6
1230 246 10
4838 2337 1
4240 7837 6
7384 1131 5
4282 9081 6
5296 6601 9
197 2969 1
2622 3615 9
7594 1241 7
1534 129 5
5257 785 7
4187 3899 5
7692 9001 9
9636 5537 9
721 9744 1
1543 7229 6
9419 6133 5
8650 1954 6
6935 8571 3
473 8897 9
3090 3201 6
3170 8617 9
9209 1241 3
1762 7835 3
4761 5221 9
8789 2993 7
2563 8879 1
7040 6102 1
1933 6257 9
4546 2905 1
4702 5753 6
2834 9051 1
8107 6395 2
7843 8026 3
4585 5353 3
5349 7654 2
1447 271 7
4002 5097 1
1095 7481 4
2630 9351 1
1058 414 1
2143 4593 3
622 3537 6
9206 5776 2
7124 3953 8
2509 7089 3
3858 4653 1
7097 9000 8
6153 9048 5
2688 5661 3
1919 529 5
7887 1711 1
9352 6145 1
8686 9844 4
307 145 6
718 8011 1
442 585 4
1342 1701 6
8383 1580 3
619 357 2
5039 17 5
4249 3163 7
7319 2753 4
1591 790 3
5165 6807 1
9796 471 1
9705 8602 7
569 4761 1
4711 4451 1
6877 4473 7
4201 6009 5
4520 793 7
7784 8449 5
8635 8422 1
6520 5126 5
7650 977 9
9612 1893 8
7817 6711 3
53 6967 3
5362 6221 9
766 4545 5
5055 9237 6
9341 8177 1
8751 6961 3
2951 4265 9
1797 3305 1
8692 3774 1
6961 2849 1
5588 9503 7
2832 1457 6
2154 7782 2
529 9506 6
884 5687 6
2302 691 3
209 8976 3
5300 4113 9
2781 2256 5
6470 1553 3
4577 2185 5
3122 2843 8
8064 9501 4
4109 201 7
3896 5949 5
4965 4701 9
7044 8131 1
5049 8751 7
5732 6451 3
3673 9945 9
213 5027 5
744 124 4
1557 2717 7
955 2772 3
9984 5993 10
2344 5386 3
3562 53 4
5699 7783 10
7765 1105 1
7816 1217 7
5201 6328 5
1444 7475 9
562 7853 8
1198 97 1
3255 8506 8
9617 3561 6
9453 5897 5
1457 827 1
4950 351 7
8051 3889 9
6163 4129 1
4502 545 6
4956 4537 6
5230 3112 9
1046 1661 9
8430 5077 7
2693 126 6
8520 7323 1
8576 3962 1
2155 2938 6
9236 3721 1
5924 9654 7
569 6426 10
4683 104 7
4572 9825 4
2293 3676 3
9119 7545 3
2187 5236 3
9336 7580 9
8958 1171 1
14 4601 1
4287 8931 9
6608 1876 9
7755 1503 1
3352 345 10
8008 7269 9
3020 951 1
3341 3275 3
6848 4631 3
2335 4981 2
9317 6471 2
8941 5621 10
483 3807 3
1958 7618 1
1723 7571 5
4906 9981 10
1071 5017 5
5213 2691 9
4114 803 1
1032 693 2
98 6493 10
8362 5222 1
7402 5857 1
2833 1153 3
5796 2897 3
1460 113 6
6081 4172 4
6971 5489 5
4732 4515 1
9184 4505 8
3409 937 8
3295 9649 7
4377 6555 1
4726 2550 3
4301 7325 5
6189 7106 6
4239 2137 1
6176 1051 3
250 1105 9
7446 2009 9
8288 5182 3
6280 8233 8
6458 4826 2
8897 8082 4
9402 1561 1
8298 3780 6
3797 9422 1
475 4419 10
1484 2853 5
9761 1396 9
9752 321 1
148 4313 1
302 3649 7
3507 6887 6
1237 4923 8
8871 3707 1
7697 9891 9
1530 255 9
5252 6425 1
2662 8208 9
5015 7421 9
1666 5443 1
9900 4090 1
9519 4647 1
5159 7188 1
2470 1881 5
4500 1458 6
4065 2392 8
3694 1666 1
1035 8048 10
2759 9168 1
6 3636 5
1152 5119 5
2637 3246 7
5585 6141 2
9367 3381 5
1561 4576 3
6172 8561 4
6939 2497 5
5577 2071 3
9226 4873 7
1255 6967 3
1897 8813 9
6020 4035 5
9456 5046 5
7668 5166 3
7285 5041 1
5038 861 7
6210 8141 6
97 7361 1
5833 2417 6
7482 1371 1
6575 2596 6
5325 8545 1
4836 8041 6
9578 7161 6
5173 1270 1
1169 8017 9
9671 3512 10
1063 1915 3
4956 5061 3
9085 8397 1
447 6581 2
6285 3089 5
4879 7329 8
1681 3973 8
1794 7347 1
2139 6865 9
3490 2525 6
9441 18 4
1414 2327 7
621 9162 5
46 9062 1
7910 3187 5
7916 9132 1
7105 6769 7
9242 1961 1
1527 2055 6
9098 6151 1
5838 8447 10
7991 1425 10
2785 8010 7
2031 6163 2
1131 6753 1
3088 759 1
6573 3813 1
7557 8095 1
7704 3282 6
8471 1816 1
4051 2853 1
1501 8394 4
5614 1671 6
5229 6049 1
3252 6819 8
974 6073 1
316 9241 3
2562 181 10
997 5314 5
6231 3846 3
3094 6920 3
232 9338 6
1685 4121 7
8488 3951 4
4248 5757 1
8046 4284 2
7964 3316 1
777 8725 9
4993 3805 1
4405 6537 5
5346 4853 5
3807 9882 9
1896 2161 5
4458 3877 5
7391 6497 6
164 8376 7
9189 1564 7
1922 1687 5
2423 4572 1
4359 6785 5
4474 9045 6
4768 9076 1
4809 6973 3
6325 2651 6
4975 8043 3
9691 901 3
1684 6125 6
8739 6301 1
2441 5246 9
8020 237 5
3740 1386 7
4207 7137 2
770 4577 6
1458 6484 1
1131 6425 3
8490 7339 5
2951 9909 1
3634 4541 9
73 6967 7
6369 3993 3
8685 9911 1
6051 1065 7
3266 4527 1
8132 2341 7
283 7131 7
122 8557 10
2739 8269 1
7718 2042 3
5392 7551 5
174 8529 1
857 1443 1
758 4007 3
3800 3441 6
4579 3201 5
3938 4 1
1434 1037 9
5216 2118 2
936 1404 6
4464 1281 9
6040 3803 1
5163 9337 7
5352 9109 6
6587 4976 3
1464 3580 1
8830 7641 9
3721 4166 6
7661 146 1
5722 8509 1
8789 1771 3
8589 2521 3
7642 4310 2
3692 7817 7
3632 5843 9
6874 5293 3
1741 7717 2
6433 247 10
499 1273 3
9460 8979 10
392 4556 5
1385 1455 9
9679 7665 2
3488 7515 3
1347 4017 1
5452 3167 5
1167 3975 9
651 1221 1
6243 105 2
1222 9937 1
8554 506 3
1879 8313 7
5365 4697 7
6129 53 1
9640 2594 1
648 8624 1
5851 2695 5
2261 9353 1
4842 1132 1
9240 1747 1
4829 5825 3
1942 2053 7
2814 3241 9
552 4020 9
3770 5818 3
8657 5653 9
3031 3863 10
1380 6005 6
10000 6566 10
6563 9691 2
5326 251 1
3388 3450 2
7985 553 1
4131 1532 10
2968 9246 1
11 8785 9
7092 1716 7
2422 8141 5
7228 4165 8
3160 1328 1
4913 1922 2
1654 3871 3
3968 8304 5
9354 9953 1
7216 7453 6
3977 7301 1
2814 3651 9
4393 5401 1
3062 2739 9
3289 14 3
1201 5581 1
5963 2735 1
4073 4774 6
920 8381 1
4021 4672 9
2828 2304 7
3998 2174 9
6652 2217 7
2479 7725 6
7447 2382 9
9209 4546 1
2915 9872 7
7137 414 3
6345 3975 1
3122 6301 9
8165 8816 3
392 4791 3
8534 5921 7
9983 4963 1
3271 548 1
735 8037 1
6376 6062 7
5123 9113 3
5033 5900 10
973 8325 1
205 6108 7
603 4226 1
9960 9986 1
8465 9041 9
3221 9822 5
4941 6749 10
5010 1993 9
2161 9259 6
4487 3806 9
2045 9119 1
5960 400 6
75 6991 3
8826 906 7
4650 422 7
2092 6931 1
3338 6757 10
3210 2843 1
2483 7135 6
7497 1473 10
1291 4475 10
2 5761 7
2571 8506 9
1979 658 5
5983 8063 6
4762 1457 10
2540 1349 9
4002 3191 5
8136 961 1
402 7251 1
2146 8847 9
9447 9399 6
1503 8481 1
7380 8745 9
5139 8636 6
9876 6185 7
699 6361 6
1956 5273 1
1210 7935 8
4800 7553 5
8116 9320 9
3548 9917 6
93 5859 3
979 3455 3
6927 5134 5
219 4249 6
1766 5969 6
3885 6449 7
4818 3751 9
6409 2989 6
8870 8476 7
8706 7898 5
1311 6589 5
389 9387 1
6722 2907 6
2831 3305 6
7014 3552 6
2443 6733 7
5901 6189 5
5188 9253 1
5117 522 9
824 5847 1
1460 2437 6
9570 7001 9
9085 1439 3
8417 3751 7
7953 8551 10
9794 2991 3
61 3961 3
1743 8193 1
4249 7917 5
3820 7028 3
6586 9561 9
8740 8321 9
16 7356 1
3099 8789 7
4016 8265 9
186 1645 1
7713 7810 4
3040 5231 7
5993 7154 10
4046 411 1
6866 4872 1
528 5795 4
2004 8698 1
3513 1201 7
6503 3506 6
9994 5453 1
2402 7206 3
7688 1102 7
8803 5214 1
9175 6691 9
6491 5913 5
7660 7070 1
4443 6363 3
3715 877 5
2192 9476 3
5830 4361 10
5267 6575 1
2846 7721 9
9781 7125 10
9800 9589 5
8515 5351 7
2988 3231 8
1242 3051 1
9780 7489 5
447 4428 1
3880 3891 3
2671 7239 1
6807 3871 1
5503 9069 9
5979 2906 7
50 1717 1
2818 3674 10
8576 5496 5
8756 7825 6
3873 9483 8
487 4801 3
8948 4035 5
172 2992 1
6781 889 1
7085 9676 5
495 9698 7
4277 8274 1
3400 7841 1
2211 8787 7
6093 2801 1
1749 2701 5
231 4514 10
4608 5493 7
9236 3025 2
5451 4195 5
6417 1843 6
5723 9373 3
3193 7001 9
1597 4055 3
1111 1861 9
4431 9965 5
4207 853 1
9380 2721 1
4760 1353 7
2197 6799 1
857 2079 1
2461 2917 8
6140 8009 7
8441 8301 6
5149 2253 5
6361 1281 3
5010 3243 1
3195 9737 1
5694 7989 3
2644 4394 4
7076 7665 2
7323 7093 1
1776 896 6
9925 9641 1
1276 4041 5
522 374 9
7136 8307 2
4692 2990 5
5993 1203 2
4729 9897 6
6824 2257 1
8609 5860 9
4766 8777 3
3492 7751 7
3053 9031 8
5243 5582 3
4450 5773 1
7937 183 5
2112 1781 1
3526 802 7
6997 5653 2
9914 4309 1
6156 3331 6
625 8301 2
8036 1214 10
2691 7435 9
2694 3282 7
377 6093 6
2453 6479 6
4517 3977 1
6241 3053 1
7542 7137 1
3995 1444 1
1415 5440 4
209 9809 1
1204 4973 9
4364 305 1
865 3476 1
7568 9105 2
7905 9583 10
5800 357 7
1248 7305 9
8798 9315 5
5940 5745 1
2312 3985 5
610 4961 7
1772 5523 9
6594 1546 10
3182 4963 5
8843 2591 6
5620 6041 5
5962 5683 3
4060 6036 6
9218 8196 1
5536 3977 9
8313 8665 7
8126 8113 7
6999 113 3
723 9801 5
4164 9857 1
1261 2157 1
224 3821 1
4180 2883 9
6135 451 6
1010 3193 1
1869 6201 1
6735 6584 3
2751 9401 5
9594 6785 5
794 3095 1
1661 4665 5
9468 3106 9
6554 4241 5
3376 707 3
441 6868 9
4463 7061 9
4630 1101 9
9571 6965 3
2150 4641 5
269 5521 9
4982 4755 3
4116 7652 10
2721 603 9
3451 6791 3
3109 6569 4
3897 9392 1
507 544 5
5710 6772 1
9861 8929 7
4927 2625 6
5939 991 1
4006 3096 2
5646 4446 6
2394 4337 8
6303 5221 3
9174 4161 9
8772 2769 8
1159 3068 7
1792 9299 1
2565 7641 9
4906 3841 7
3409 1295 10
6137 9193 9
504 2613 5
8446 7032 6
8598 5612 7
2099 3911 6
1035 772 2
4092 7465 4
6932 9261 10
5094 5763 1
165 9420 4
8430 1821 1
4622 1985 1
5102 1833 7
6197 2321 10
6603 8187 3
7691 3967 5
92 9871 5
2074 6280 6
4102 6662 7
2062 7510 6
6425 76 9
7082 2255 7
3131 2065 9
1130 8393 3
3770 9839 3
7728 3323 5
6978 9613 1
928 2100 5
1362 1331 7
6000 1826 6
9487 6813 10
2387 9534 6
5290 8975 6
6570 8391 1
3037 5610 3
2810 3886 7
9684 6403 5
4061 6431 9
6661 6085 7
2184 7387 10
6604 7489 5
5880 3787 1
471 8887 5
4511 1770 1
775 7991 6
4350 3250 6
2758 5661 9
1784 827 1
2793 9665 1
675 6597 9
5709 2516 9
9216 8516 6
4289 2169 9
729 1582 9
166 8021 1
749 7243 1
2360 1226 9
1836 6647 9
762 5473 7
2949 9276 1
9509 5673 5
9974 8285 1
6733 2325 1
2138 8893 5
9283 6699 4
9778 6684 3
2342 5041 1
6982 6276 7
3519 4371 6
4830 6016 1
6823 1692 7
3952 9818 9
8996 8201 6
4189 465 8
2835 9547 1
511 3233 5
4645 3417 1
6847 3181 9
4521 3113 9
2323 8331 4
379 4647 6
8426 1041 4
2750 5263 3
7093 9931 5
2230 4161 9
7922 597 9
8179 3401 6
3740 3401 5
2116 9265 2
876 8843 7
2705 7146 3
9514 3009 6
5261 7385 1
1330 9341 1
3116 626 5
3691 9501 1
2379 7433 6
429 1419 1
7880 4099 5
5845 9619 1
3269 3388 7
3844 7152 1
6119 3876 6
1340 14 9
4383 4626 10
1885 8887 3
8588 4883 4
8130 5026 8
1149 8270 5
1816 2625 9
5840 4801 3
4908 3911 7
7030 3261 9
5844 536 6
2264 4826 7
1560 821 9
948 6961 9
9521 5645 7
2810 5149 1
4478 8195 5
7221 7301 8
4659 2525 1
3486 5117 1
882 5316 3
6990 961 7
4398 8633 1
4057 1323 1
2089 5523 7
6207 9611 8
7790 3807 4
7183 2299 6
1126 5309 4
1552 4203 4
3135 8417 10
3521 7536 6
8381 2713 5
3504 3417 1
15 7507 7
4400 6583 1
4614 1237 1
3372 7947 3
6786 238 3
5899 1314 3
7051 3045 7
4178 5436 6
7775 3573 5
4811 7360 7
480 3093 3
6865 9847 5
5227 8609 3
8588 6421 9
5502 9792 1
2562 9361 1
2028 1917 1
8926 5909 7
2408 9721 4
7426 4871 1
9173 7908 6
588 1993 1
976 2471 1
1948 2923 10
5624 3432 4
8243 3001 3
6632 5933 8
2354 3561 1
328 5201 1
200 889 2
2297 6405 3
9564 5497 4
1252 63 9
361 6024 2
2370 5181 7
4663 6469 6
4368 6873 1
4642 3641 2
8561 8357 5
7996 4660 7
4415 5893 1
6686 6157 10
4262 5591 6
6143 4767 7
1837 2212 3
2715 6089 6
1796 569 3
3678 3969 3
6751 3985 5
5055 3600 5
5059 1818 7
7368 9965 6
2557 9731 5
9192 9649 9
6147 8321 7
5706 891 10
6578 5923 3
1544 6703 3
4472 8701 1
4928 381 4
2425 5281 3
355 3757 6
8469 8247 4
152 5991 8
9350 6029 2
4191 7491 3
4063 660 6
5410 5571 3
438 4049 1
1627 2897 4
841 5249 7
3028 5093 5
9863 8901 1
1098 2153 1
3600 7841 1
7156 6245 7
4560 4333 7
8416 5885 1
288 8761 1
6659 1439 5
3842 2617 7
3533 4171 6
101 144 3
4345 7591 8
7482 1855 9
7437 7658 9
7691 2129 10
4671 6121 2
1684 3511 3
4770 3481 3
3654 4475 1
6404 9534 8
892 2606 3
1842 7755 9
6258 5061 7
1768 8691 4
1455 4340 5
6523 9361 3
4052 2751 6
8414 7455 1
4370 6947 1
3040 7886 8
1933 3761 10
155 5959 2
9920 4581 9
5695 7627 9
3956 8756 1
621 233 5
5216 633 4
8545 234 6
4066 9377 3
5267 5992 3
7693 913 5
2905 3385 8
8384 4431 1
9675 2495 7
8636 4601 10
676 3777 8
5339 9690 7
8479 8758 10
3023 4755 6
3916 5757 3
591 3025 1
8570 6090 3
4088 3478 1
6456 7556 4
6616 8806 1
5460 2803 9
9926 85 5
4877 8529 1
6580 3393 9
921 2841 8
1498 4601 1
4253 617 9
3007 6507 6
284 4809 1
66 6203 5
173 8641 1
9663 3457 3
3072 2025 6
4330 9561 2
1260 7793 1
341 4412 3
655 1178 1
7728 7449 7
5573 7835 5
2208 741 1
6171 4003 9
678 8241 1
3138 9331 1
1681 927 1
3949 4788 2
1420 423 3
5024 6706 1
9080 821 1
4648 5088 7
2728 4711 4
8057 6655 1
2588 5866 3
5634 1695 1
4459 3040 1
2557 2305 1
1018 6446 1
3271 8827 7
1258 5011 4
8850 8177 7
2432 6728 1
9756 4351 1
6047 9272 5
198 2536 5
421 6369 7
5984 7161 5
47 9827 1
3718 7751 7
8922 9013 3
8447 6343 3
4350 1945 5
3466 2321 7
8931 8138 6
9221 4506 2
3425 6926 9
4856 3793 1
117 5974 3
7928 2267 6
828 8761 6
548 9036 6
4285 5759 3
9900 4793 5
1023 8993 3
8246 3591 10
282 2737 7
3299 3314 3
8361 5557 7
8568 9039 9
5811 2343 3
2594 6321 1
1694 7976 5
8417 6321 1
5113 7211 1
6416 8389 2
9920 5638 9
7710 4991 1
3552 1860 7
5537 5027 6
9362 6997 7
4326 2772 1
6285 6042 1
6279 4552 7
1201 8573 3
1815 357 3
2659 7295 6
2005 9905 3
3806 7641 1
4939 1401 6
3460 4433 3
283 9701 1
2584 631 1
1446 3605 5
9277 7897 7
2085 2621 4
1445 621 1
1759 6907 3
34 5059 7
7045 8293 3
7511 5695 7
7532 248 4
7020 8790 7
732 5589 7
4302 1351 5
8983 4929 1
4187 4961 1
9233 9939 5
6557 1325 5
1654 8369 9
6372 3363 5
6782 6544 1
3887 6575 1
2939 3571 10
138 9133 1
109 924 1
8313 8205 3
5852 3895 9
1522 4645 6
8984 3628 3
3053 7575 4
4573 3787 3
967 9821 3
387 2177 8
7816 7265 10
7905 5667 1
5956 4374 9
4324 2129 4
8393 4551 6
639 9776 6
5793 6113 3
8836 6089 1
5415 7794 7
708 917 1
627 4741 1
7400 4689 3
1449 4862 1
6640 3066 3
7015 5913 1
4713 603 7
2720 6417 9
8529 3272 8
797 7711 7
271 121 9
5105 416 7
1270 3729 2
4003 8181 9
9913 1928 6
5365 2340 1
553 4349 4
8884 6355 1
9705 3233 1
4613 9452 5
745 711 6
375 5222 1
9999 7425 2
3050 3179 5
780 8905 5
5469 8125 3
3388 5409 9
7288 206 3
1352 4534 2
945 6112 1
552 9153 7
7345 673 9
3181 6531 1
6996 4297 8
1287 5243 9
1928 4114 3
4796 1500 3
133 6598 1
9432 7860 1
4689 65 3
4116 4961 4
7916 8689 10
8531 7913 9
4596 3968 3
9606 4793 1
3538 4773 1
8171 5739 10
1368 3790 3
3439 8561 7
1483 1889 5
9569 1590 7
1325 8371 6
7002 1631 5
8573 6917 9
2999 4981 6
7723 3389 5
9701 3113 9
678 1737 1
1494 5175 10
1694 8596 1
1168 1151 3
4750 2201 5
6033 177 1
413 1577 7
2009 2718 1
1436 9281 6
2084 7617 9
5648 2927 3
6926 218 1
5840 2929 7
1178 1787 5
9809 4233 3
93 5721 7
8095 3418 6
3755 201 3
8993 6113 1
5542 1935 1
8592 9141 4
413 1330 6
5009 3451 3
3401 9600 9
5693 677 1
3579 3703 5
3113 8981 10
8368 3841 9
993 2826 1
314 9739 7
2593 6216 1
4333 2550 6
7767 1052 3
2761 1703 8
3311 2561 1
4113 3827 1
3703 1222 1
5362 9494 3
1186 2668 3
9716 8109 2
7573 7043 4
1683 9581 2
9706 7288 9
8473 6389 9
3039 5644 3
3259 8072 3
5756 8673 1
3610 2181 1
3443 5889 5
244 4596 1
695 7181 6
449 5023 10
1646 967 2
7687 1759 9
7603 1406 10
1327 2221 4
7533 2315 2
9439 25 6
2561 2326 5
4073 2425 1
8565 8219 4
9822 1366 7
8530 4717 1
8943 3073 9
1637 5020 5
6825 4876 1
2531 2923 7
4344 9521 3
8504 8891 7
9537 3171 1
1005 9745 3
7306 3339 3
2445 7715 3
7243 3226 6
674 4321 1
3261 8782 9
5759 7217 6
3421 685 1
5920 607 7
4245 1809 3
5039 6368 5
3043 5775 5
2006 7805 8
6009 6359 1
285 9681 8
4406 8607 6
7399 8876 7
7356 5213 1
1859 77 9
1707 8597 1
5009 3865 1
7012 4409 7
3519 8907 6
9999 1497 9
8355 6657 3
9294 8195 6
5524 5877 7
9158 1761 3
9612 635 3
3720 8869 7
5457 5489 3
1431 767 1
9350 4085 5
367 2329 1
9809 8442 5
8739 9086 5
5735 6681 7
6102 5291 1
10 1175 1
2826 9265 5
2886 6153 1
2823 3337 9
9691 7019 5
258 2881 3
8407 6577 3
5293 5953 1
5256 4151 5
4571 7146 7
5578 4596 8
7225 6116 1
4611 9049 2
6699 5841 4
7917 1961 6
5321 8534 10
8314 5861 6
6188 1641 3
8313 2980 3
2146 7133 7
3810 5620 6
2456 2081 1
6190 7939 7
9427 1360 5
2863 9527 1
4651 9925 1
230 2379 5
5120 5867 5
4239 363 1
5148 8845 6
3444 5958 10
4978 7871 9
9104 8513 1
8584 1614 2
1545 1113 8
6719 2443 7
5490 5421 9
4769 961 4
2932 3661 5
9360 8851 3
714 9176 3
5939 1355 10
5010 2909 8
33 5510 5
9852 4281 10
837 4744 10
6413 2401 5
4458 8681 5
5075 1801 5
4486 80 3
769 1881 9
2299 2759 9
5942 8850 3
7076 401 1
3318 1617 5
214 3217 7
885 2667 1
1738 8961 1
2586 7220 5
2093 2966 6
8288 6239 3
7257 9113 1
6036 7876 10
470 3636 5
1914 1106 4
5773 2329 4
918 6065 1
5380 6651 10
8646 8423 4
3221 8353 1
3980 5469 1
1457 3560 6
845 2337 9
3517 9033 1
6360 7682 2
3187 3934 6
6800 9845 1
1428 4457 3
711 8081 6
3117 5671 6
1372 5476 5
2220 4521 3
7816 9085 7
3927 1351 1
1546 6439 6
5188 9587 10
112 9086 9
3098 6572 1
8906 8501 5
414 4091 7
5185 1929 1
8020 8372 3
8232 2841 1
8095 6196 9
9810 8481 9
4759 493 5
215 3199 3
3552 547 9
1464 8993 6
7211 9533 5
8972 4278 3
9676 5841 1
358 6240 1
2769 3911 3
1468 7267 4
423 1474 5
134 567 5
7630 7474 1
2574 7977 9
1438 3815 7
2721 2208 6
4982 2249 8
7083 4713 7
6283 6525 3
5931 899 2
340 961 1
5138 2985 7
7284 5641 6
8507 477 1
3661 8493 1
9539 4515 8
1653 5909 5
1716 1296 3
911 2420 1
1576 7617 1
1738 7936 3
6919 3775 6
3111 1586 1
5068 573 1
5691 6961 9
1266 2513 5
9953 2888 3
401 2121 1
8963 7050 7
1647 2792 3
4449 4025 1
9656 9809 1
1253 6717 10
824 2953 5
1635 1085 1
1190 4581 1
6295 9635 7
1369 1776 3
8145 8601 2
6296 9669 3
2335 1009 7
1675 7715 2
5212 3294 1
1270 8451 9
4334 5111 1
6840 1457 1
10 1373 9
2366 8546 6
9804 9156 1
1323 9329 3
9949 9673 10
4938 7777 3
607 6670 1
2166 3161 1
6253 4193 3
5068 2126 9
3257 5118 3
2538 4523 7
5201 5007 1
3086 8204 9
2274 551 9
8081 3857 1
9661 9626 10
3219 7370 5
2336 385 1
637 1631 3
1769 2401 5
623 4721 9
4285 7269 7
5478 4916 6
4487 8873 3
2123 316 8
3807 9115 9
4439 9457 7
9894 218 3
5456 5969 3
1793 7896 7
3277 5173 10
2437 6721 2
5830 9351 1
66 9401 8
3173 5856 2
192 5977 5
8083 4175 6
5836 1709 1
725 6731 3
5726 9251 3
9275 6233 9
3379 781 2
1133 1251 9
3722 5921 1
9254 5129 1
5513 3775 1
1610 6335 1
2630 5139 3
5391 1917 9
5404 7009 8
4036 8849 7
2027 1270 6
